book_idx,author_idx,book_popularity,book_avg_rating
36530,5986,24,2.7821453617819056
13721,10496,20,4.023669408416555
24141,2579,21,4.5514410983346245
36241,9094,22,3.2131108557669164
9099,8577,25,3.098027720085547
35937,11537,21,4.467439498453002
28479,1187,24,2.640954634633079
33307,9464,31,3.423456618956463
22476,6632,31,3.764523056480824
12296,11185,22,3.9008716858758086
18206,5760,32,4.321537891981942
32788,2665,22,3.3871143085766455
813,4882,26,4.031710861686518
35940,180,21,3.963438556977391
10394,6580,28,3.8690402516343676
12279,9726,22,4.10120823285553
24943,6777,17,3.148622927670191
34831,6755,19,2.7116218839615724
2461,10470,28,2.7981791800993587
26210,7776,30,3.061455956634753
13635,6808,16,3.750494838806963
5323,1622,17,4.6011068763650504
9874,6896,29,4.25323335522096
10461,2017,38,4.472601510505118
12093,6798,25,3.377439059815228
9146,7228,27,3.5116343541213757
15275,9332,22,3.4842047149765323
27556,9759,22,2.9796829610112536
29303,407,17,2.65304164535893
33015,10632,20,3.977290232068067
3777,2769,18,4.973041708551465
4893,8158,29,2.917074262375657
21083,1489,26,2.6167120497481844
19940,1427,17,4.448829204559832
23312,4677,33,3.1314650167118105
23185,10202,23,4.5741095133823215
519,2205,27,4.259841667586288
25473,1164,26,4.864183842627011
23365,4677,26,3.52231808939168
16689,9982,26,4.154924598626586
1735,10918,25,3.662136952033177
19558,4433,22,4.076471743271359
7743,7531,27,3.6239972650193435
32913,2665,19,2.971580616060187
33650,10936,25,3.7697435400084522
9203,2683,17,3.821460503593606
17111,2831,23,4.526509620650403
522,7762,23,4.338801764483953
22711,5952,21,4.15947905985361
10021,4611,24,2.7834677388814315
36289,5188,20,4.3015407266592876
25446,11596,33,3.750762890886287
10299,6525,24,4.735248840265398
25581,4496,29,4.799677335326357
28017,9909,24,2.6378914765044637
3276,729,24,4.551603900886197
30823,4266,19,2.5942434760566764
13935,10007,55,3.417924064237557
15017,4768,32,3.8557499390526977
13698,8433,36,2.8702519965678186
4693,11512,25,4.365784531422692
23379,10381,25,2.520886760430346
1372,997,18,2.9214976210850923
6308,11151,20,3.951992074633689
19295,4206,24,4.285968905093231
22896,9453,27,4.79160775673479
555,8211,23,4.263741629836559
22323,895,22,4.179448175637165
11237,1781,34,3.4858528658766605
27095,5589,24,2.5032110638170035
13866,3802,26,2.800398146839055
32932,8522,22,3.836386361890098
9396,623,33,4.187824714611049
15391,9406,26,3.5436207097411563
19488,1763,23,4.326697528820976
32975,1562,33,3.804655738330447
33455,3464,17,2.6854404889857806
13164,670,19,2.9800406274198723
12976,8999,31,4.599995558109857
13100,822,22,4.312281866561099
2042,1145,27,4.736904967531237
17427,5106,31,2.7938931228023414
2245,7890,21,4.975556336537685
27448,11404,23,3.023516784874834
3281,10720,22,2.529449690716605
32096,1322,24,4.993557347633885
22166,5981,28,3.2026847136127827
25819,660,35,4.1700486312814
28103,6136,22,2.941705785440763
12103,551,49,3.950571330497854
27687,4327,32,4.760087466136398
27089,3643,31,3.3004529185710965
9702,8870,22,4.175634940110898
27109,2754,40,2.969758971996041
254,3396,30,4.061988496796813
23728,9164,22,3.3411258795437755
14305,4609,20,3.028020646469879
17044,1809,30,3.282955126759088
32992,5341,33,2.9471026712694983
18859,4441,26,4.754790269594707
34173,2553,19,3.492967215792822
35105,5208,25,3.1131982624359185
10928,412,26,3.6210196025398322
7647,6273,22,3.301340417016239
25785,2648,37,4.3610481345333145
3919,8820,17,4.928049779713736
18850,3781,25,3.595084141744117
20948,4247,30,4.652583499930601
10439,9360,17,3.9146576838990486
10458,1182,25,2.893089162735584
10280,11302,23,4.226556855203354
33844,9891,20,3.7835862428145504
29354,5262,28,4.126516308130259
17314,9809,24,4.7242185314291625
16948,11858,31,3.6010864266401152
27793,4984,24,4.752944058043389
5939,651,31,4.376672535704137
3242,1833,32,3.721512314694962
19106,11500,30,4.008055339144909
4946,7249,30,3.3139528312975286
8652,4581,31,4.9589932493469355
8544,8746,33,4.16837790762599
13796,165,20,2.6096171312415746
36427,10753,18,3.316554764370022
6568,1522,33,4.058286084397643
13817,9674,19,2.6408331944980996
31236,9741,23,2.559710478297857
26013,4979,23,3.6250605988195064
2901,4844,31,3.331725449231675
15133,6723,21,3.5957465200829146
31547,10483,26,3.156733274700013
33286,4113,14,2.9117943673574525
8380,10194,25,4.222858392450844
13449,11452,20,3.786427790669501
8847,6401,24,3.000385528123417
35945,358,25,3.298973565649996
16224,2469,51,3.9795197691583146
26052,4764,27,2.6805733706811945
24169,8864,15,2.868632523165449
14387,11759,32,2.683114010268475
32446,2217,23,4.530793331785297
3283,3804,24,4.381023083030023
25707,9247,22,4.383282329698143
5207,8854,21,4.29081335869007
28765,3492,23,4.173463559174673
5622,544,57,3.6924797884454374
4778,10876,28,4.1056954087677875
13019,4843,20,2.5959038869699365
26039,3804,15,4.053661056641961
15513,11592,29,4.444694263842193
25649,10376,18,3.7508959009609755
10695,10075,18,3.393783321068092
31713,9684,33,3.193566837002448
28457,1400,33,4.107005125405206
20702,4953,12,4.232002996574772
10242,1182,31,4.677418999656356
16456,2962,25,3.3558352061524768
20614,3413,23,4.424430768463964
6262,6777,39,3.903389560473345
36058,5478,30,4.707091226695198
24047,2007,31,3.819530270739052
12313,4910,27,3.794074570994918
11134,11199,23,3.9446927036022728
26718,3746,91,4.3732883878560855
2633,3790,21,4.911726197071152
13793,6655,17,2.6839083855394144
10010,4160,25,2.6335865059775427
10877,10598,43,4.843875843518346
13505,11452,33,3.8246890637955153
22958,11878,27,4.03725753641734
12879,8999,47,3.706059003986822
12912,5821,20,2.7341436315186862
27442,113,21,4.420223446046666
4477,6161,16,4.368061612721467
15414,6360,25,3.27925830373203
27484,1749,24,3.2655981130710012
19617,8941,21,4.594603452263796
4793,5878,26,2.6808931443533166
10386,5055,28,4.702762870891414
22389,7610,24,3.141654224739786
22208,2292,50,3.982461869388735
16518,1608,51,4.839985447504445
436,5303,19,4.195306253841617
28872,6236,23,3.5360745311675914
1041,6791,28,4.223835522263538
31955,1460,28,3.3599490907909253
24867,11600,41,3.193146040872965
17285,756,30,4.991708194836699
26046,11714,16,4.3769755779494695
33121,5146,16,4.111799943454544
1814,997,35,3.3882241080482967
969,12068,62,2.6229020728876202
13648,670,23,2.577642190087889
33465,10910,17,3.885453138621997
20631,1886,52,4.4050818025976275
26358,9796,26,3.843447976109638
8716,11214,26,4.601962679847786
15565,10020,35,2.5835663327330542
36307,8229,27,3.41688019106485
26877,11019,16,3.0926759779354454
26598,6319,21,3.618182420392805
13790,313,23,2.680940982985306
10336,8998,75,4.885329103927681
94,3142,26,3.058138502673402
32048,2893,15,4.805769438708962
11203,2017,37,3.5647328875917044
33265,6520,22,4.963810333138046
4358,6299,41,3.8851459586505266
20985,9929,23,4.827082160439518
28201,9171,20,2.5133724717355572
14786,11699,27,4.37059701545225
23021,8972,21,4.757626632756288
30433,9902,26,2.849301417447385
12766,6739,19,2.7403146293303786
381,8082,27,3.561431517964889
21619,2922,33,4.834197265332338
23744,787,19,3.8559664004760967
13441,313,42,3.81864115930433
6960,7217,32,2.8528152957483046
15805,203,31,2.501973777733047
17984,1329,31,4.525350226863653
14885,2058,22,2.7189364074655957
6254,6360,16,4.0846245468383096
9526,2992,20,4.786541136287979
35517,8386,19,3.0216297828960776
8619,7631,23,4.163182090592277
17385,9158,24,2.6967464417687736
27476,5343,35,4.009387859594033
10601,6264,25,2.909829302383007
8768,9640,29,4.339883901287945
33154,197,26,3.2530782369847704
12776,6889,21,3.6584775220116157
19444,387,34,3.998576355069054
35802,6654,27,2.928183526665599
5256,726,24,4.354094546544053
32203,6480,24,3.2566008515920366
26194,9015,23,4.155929649781884
14266,2441,24,2.8957076267484343
6551,4700,21,4.220294148015876
27663,2868,27,2.8204701820261544
7956,418,16,3.5633912406749593
7702,8705,29,3.118015184347192
14225,597,20,4.370938123570456
19229,5725,16,3.1550875112671863
32938,261,40,4.704293265988491
31103,387,24,4.729550528516532
17906,7927,28,2.991103288056965
29444,1898,16,4.034614862519311
27785,3270,31,2.7192941042999106
33881,132,30,3.478842749004073
14352,103,20,4.283304323753181
32076,4850,24,4.148558117124791
34698,159,34,4.06175167351652
7058,7680,29,3.206352159156109
35412,2695,31,3.445062373586005
24284,6779,30,2.7573653617507157
21887,7291,32,4.297557051084002
26869,6442,36,3.759721991978184
30462,495,21,4.2719140808641365
11469,5265,26,3.122358811992182
17488,11567,23,3.3110955715876655
23831,11600,35,3.3355383431502865
28966,4585,29,2.5643560243680406
31446,6942,41,3.3526196820765586
3082,3,23,4.508261433795084
36392,9097,26,4.743246239374346
4092,4797,33,3.7955457890898185
16210,10140,47,3.6387542380480506
29777,4409,18,2.5770615467484257
35619,9695,29,4.6980108439634565
7942,6293,23,2.532525533564682
2145,788,29,4.86187520052553
24177,11600,31,3.7230406217202265
12126,5698,23,3.3548362339368163
18082,11110,32,4.81054608710665
1747,10931,26,2.560977482775242
30025,1832,35,3.9535622371727177
30711,5124,30,3.872331311248344
34491,9224,25,3.048301003028455
14,1375,16,3.5722185783755265
1338,2192,25,4.1306600148594255
35003,7384,18,4.317827992204819
20445,2292,32,2.5017921467664497
33632,516,19,4.842133575227538
35008,781,26,2.911313430982031
1194,8689,30,3.0839510855558983
27905,11853,20,3.1586836142346204
6123,662,18,2.594550341380088
12938,5821,30,2.807630308975812
19924,8746,63,4.9658748073604055
8686,11834,28,3.288041843443215
18656,8382,15,2.7882527258476233
2658,11128,29,2.767478152936558
21027,3783,17,4.298649919174929
9305,666,25,4.636421660081602
14913,1679,18,3.1423807487711746
12685,11872,27,2.5522737808380875
36499,2197,28,3.0577250461133896
19130,10819,28,2.6412892269918933
34648,8766,28,2.758487341575104
33254,9183,16,3.578770299619106
5424,289,21,3.0747959271540815
724,1105,24,3.7898646963135585
84,5937,34,3.133734383142976
9299,1608,24,4.851343252757369
25720,604,30,4.764859919815661
1525,11049,23,3.917015262526165
8736,7650,22,3.3860599799684654
8214,1183,24,3.452867205086839
26735,9418,22,3.5296307078612426
2222,10940,28,4.31894830533736
27273,7017,17,3.629097488797095
3754,4999,21,4.641824866264743
7848,5210,20,4.860236964825911
4353,11804,23,3.339865383447335
1892,10931,24,3.9017362034392002
35378,8736,22,2.737641342081411
18944,23,33,3.0011726194158976
26118,5721,24,3.5336644167754003
7558,10428,26,3.015506789754447
5340,2766,19,4.691401226971793
80,7509,30,2.895715640147745
2964,4891,28,3.63915205388273
23,11895,25,4.014248101149689
16450,7117,25,4.229659770402111
27616,11414,15,3.457673424316267
24221,327,27,4.6727476718118215
970,12068,21,3.920797877694814
379,5726,23,3.5987694511188795
27817,9136,24,2.6681015851300915
775,11618,23,3.6617236711129126
24839,6020,20,4.551839602039326
21556,4847,30,4.036352545553289
1313,11769,85,4.580406134322796
10316,6890,24,3.735029176498264
21097,9472,21,2.796154262736205
4261,6939,20,2.5340996145897026
32218,2250,31,3.2580488667964778
34810,7265,23,4.244976178744482
6367,9494,15,4.475649759854234
10816,9733,15,3.2393820865508234
28842,11137,29,3.7391348022081177
4314,6781,24,3.552797261085204
19374,3591,24,3.5263069608785695
34509,4503,27,3.0783717830003763
5902,651,21,2.8409277625736458
24529,7729,24,2.9917213955780326
34825,256,22,2.6383309679083653
9833,349,23,2.9953268545589427
15431,8985,18,2.5230022440634485
23609,2102,36,4.0681460015899455
16022,3393,25,3.2909385184692073
1910,7369,24,4.932861778567272
14015,11051,22,2.9842926269407446
25263,4953,14,3.3645714257739847
6481,5740,32,3.394602896603833
170,4676,20,2.5211287401561515
23519,5560,26,4.598019882598647
706,6110,35,2.5799861503608117
22104,3997,36,4.850449586823103
19255,8820,34,4.730185877734051
35913,8175,26,3.838804790214909
12995,10927,59,3.8589889372782302
30068,2068,24,4.134444807390391
1135,11661,18,3.4676250298372175
1517,5303,20,4.118055708494639
35177,9593,26,2.6119209717212173
3516,5900,30,2.6351190683743164
27134,10521,31,3.6430760490488607
7797,10572,23,3.8740557527650874
8444,1394,29,4.719544100839547
27347,5127,31,2.7616515847697407
27503,10019,32,4.556619817984723
15506,8985,24,3.025118343230174
5987,2512,29,3.4852091212750795
31808,8090,36,3.291506087068532
3605,4443,24,3.5003881821634977
24088,10819,93,2.876238745181464
5009,7961,19,3.7589251860088875
26661,5697,23,4.504106474578418
10217,6416,21,3.6038350259472423
31752,6681,29,3.7265339397454977
35858,4844,21,4.621918963203285
33775,8696,35,4.265145286595077
19394,7227,17,3.726136021299462
8920,6428,25,3.144239120472949
29321,3033,20,4.712316867112417
30082,4827,25,3.942551004226396
21659,6047,33,3.0528690252767334
34066,6722,21,3.172799381595026
5792,4514,31,4.5078327223406145
35163,3486,22,2.6103639052186387
31353,8047,29,4.98023046757205
22182,4597,64,2.8258791992869794
5668,2522,27,4.490171313492343
3955,1322,34,3.4869382919292073
8461,5455,27,3.730540458218667
13344,6899,33,4.7016264436614446
22065,10996,24,3.532277973973033
25110,6050,39,3.843734384183086
4931,7351,25,2.6232491560229247
34323,3825,27,2.505868684668633
24450,165,17,3.111999682504315
7353,5074,28,4.201457732296918
9867,2446,98,2.803162233397842
24338,11998,27,2.7844048970113735
3525,1833,26,3.527401520089758
16220,2655,27,4.119592596520566
28503,3481,19,4.280179980619826
21899,3844,33,2.946126685245937
8819,6786,23,2.698970368430106
16155,2563,19,4.85099258486386
16663,10497,17,3.151665956405254
4248,6939,31,4.6333662440218095
16940,11629,30,4.658728626157046
5503,9232,35,4.431306479406361
28791,512,22,2.922084016631425
33806,7684,25,4.554503648135501
29554,3608,20,4.423126398103967
31559,9387,27,3.991807475265543
2790,9417,22,3.343005087922382
21292,10813,23,3.15627151066636
26761,4887,26,2.8047230302008974
6599,11880,22,3.7743926672521786
19831,9628,23,3.9631521887746164
14087,402,23,3.398347476289468
17940,306,37,3.688397669202171
18821,1895,18,3.4087861434231668
27630,6775,29,4.102515143301753
23681,9759,24,4.753148019491409
7845,2372,20,2.9098006551173623
32527,7768,70,3.4535220247578087
33705,8221,26,2.852171509877153
31786,7849,24,4.0623594260195794
14481,6655,34,4.32217627372149
10519,3339,30,4.82978183149364
14071,6793,28,3.1971798156524125
6875,7477,133,4.875528014663575
11273,970,30,2.658156679551687
27950,583,41,4.007534658411471
29335,6018,26,2.642831798358325
33553,4469,16,4.734435469404862
17544,6505,19,3.8245226426751353
14535,9694,53,4.17337087690699
10359,9840,22,4.578934814776131
18788,6968,31,2.875776556209922
5319,5882,18,2.5964789048453345
17586,10819,22,4.69720286478213
33605,150,21,3.287333068647331
29079,7047,19,2.8224472698179133
6801,7889,12,3.6711530927177165
2144,3229,20,3.995765189240047
17250,2310,29,2.5774265085562753
23334,4947,24,3.187239145642719
15248,6723,23,2.58199968569224
31086,2145,24,3.5508384729887474
19964,6047,35,4.7377500726656105
11153,6044,27,4.9566310287339235
29447,604,25,4.092618883759069
7096,11159,21,2.9040942344614793
35320,4677,32,4.764623474998265
20249,186,64,3.7906195580001514
11798,11319,40,2.8843732802572952
693,11940,24,4.804316673629153
32632,993,19,4.393672626807757
25887,10410,18,4.329263181807879
21030,1001,24,4.272951759486012
5620,544,57,3.000849552741106
28542,11268,29,3.0275167292688154
15979,8171,34,4.220732496068138
21053,3716,18,3.049306875275992
1611,11592,26,3.596679242007622
35094,9400,23,4.455004563984853
23863,11683,19,4.459881295244602
14967,7093,21,3.633154431314649
14154,1932,28,4.4804748456881125
27716,8547,23,4.5965544904951425
2512,11419,24,4.13693937821065
14140,4825,26,3.0710646307710503
3688,1467,27,3.185029450963869
18221,2371,23,3.2871028885218383
35534,10202,22,2.79201026933488
18043,1748,40,3.182899050924863
20114,3520,29,3.0237980607813304
24820,4843,31,3.6383218745215054
31020,5391,33,4.771093869680662
13712,3104,22,2.761200791884895
16274,2517,25,4.300669809868489
33824,7684,25,4.218207511032819
22335,6720,37,2.739385496658394
19818,2954,46,4.8064310122645
14423,4709,20,3.9211805053920488
30465,8753,18,3.4093138028392107
18390,7699,34,4.3913464587382665
27854,8547,22,3.143413646004085
22378,11487,26,4.233774592615801
36186,8336,30,2.599278018930618
9712,10257,32,4.59852009402318
26150,11975,29,3.6204271175532963
32293,7924,30,4.091732285894855
31009,3718,27,3.053094549516709
12021,890,24,4.19268428164612
20946,9665,22,4.4306006897331915
17192,3093,20,3.683032967210997
5746,7337,17,4.044317310154486
30046,8818,23,3.6408148095559962
31441,7754,27,4.735228423144614
11540,2305,22,3.744672951285798
31309,8588,23,4.604521772572047
7893,5575,13,4.503380145675621
33738,6629,20,3.5262620533708913
10403,5728,28,3.0752112296436875
858,11275,26,3.5152053313994274
8185,8559,25,4.56554343943805
11374,5636,28,3.0690813395484806
26449,9820,30,3.811090864644373
22855,2832,16,4.515241869901869
952,1168,25,3.383693687820947
13977,10403,27,4.1055240925067435
17271,5682,33,3.1140789351220364
18269,8560,27,2.7731986134203996
30074,8109,20,4.48596056273214
36426,4612,31,2.747421558521767
2705,5932,25,3.1784534876989614
11100,10970,31,4.6377735549936006
8488,1636,17,3.366173217696668
18458,7823,31,4.9326133737854025
28308,657,28,4.949335836934649
9595,3853,18,3.170690051133892
17166,3515,31,2.602445555624726
24101,7086,27,4.262658210513448
21772,5888,40,3.6274662566208593
31560,2904,17,2.7518821098989408
13937,9839,40,4.268807047445107
15613,3980,23,2.577937272779803
10572,4687,31,4.6754917262306055
35879,7190,18,2.846631322783259
14623,10245,22,2.8182796968668127
4798,10462,32,2.9391807449214613
21297,4805,32,4.900665896230167
7937,2372,31,4.232923400634615
11774,2784,32,4.503428838659092
25533,2992,27,3.4940874643318827
19976,9524,21,3.3407818187623888
8956,7411,12,3.0862100169579247
17942,1001,22,3.701620070781022
31488,9856,19,3.8795718338354215
5876,10604,20,4.079437109131888
5793,7541,32,3.1427962599967363
34912,4184,21,4.871635202257476
27991,6141,23,2.9243962455178396
32718,5341,24,4.914132936916031
13245,2210,19,2.5371403062687596
16440,8275,26,3.7028142295421143
23243,8502,16,3.333419595291407
30798,3656,27,3.622808534825627
27421,2257,18,3.9266614474519725
10236,1182,19,3.5889728950317723
2045,8916,21,3.5371171257539875
32816,11281,24,4.3318085385332665
8119,2474,22,4.214690687716161
14336,5822,34,4.58317820508962
23610,2102,28,3.124897453098739
27610,4039,17,4.023821274385159
27931,1313,23,3.962986963482135
14579,6264,38,3.424344527181722
33147,10695,23,3.715143854756702
1342,8266,27,3.2844553582643217
6789,9352,42,2.854610994042463
25675,10620,15,3.0345030266568322
1407,3302,29,2.7637841160030026
23189,10816,23,4.2076739379753105
21838,11154,50,4.151818482772879
35181,1117,25,4.876515928949682
656,7719,29,4.324196034118103
22267,2811,31,2.6301145968903286
2211,10970,31,4.710612934822386
22264,6720,38,4.656687907364315
24881,9917,23,3.6083008019317466
33843,259,44,3.964657626319804
14365,6655,34,4.940195831181297
27857,6295,20,3.8307609096204156
509,5090,26,4.763304570940225
35875,8287,22,2.7075968945254663
18463,1405,19,2.977629671771707
31738,9738,27,3.6018873586032947
15460,3260,19,3.961892020843262
26376,9301,19,4.540569629657
10906,3564,17,4.9706552878579675
34450,7672,23,3.472128741185291
20920,5830,31,2.6185390903502124
25172,9939,39,4.502928758238312
22275,6466,31,4.010951797707021
18900,2417,18,2.996357147170504
34005,7179,26,3.7370711415535505
24419,1991,28,4.355775613834311
31733,7245,24,4.42602946767161
30148,8818,42,3.7490460299969053
27123,2108,19,3.263036325322148
23823,2783,24,4.934356455096234
27699,5752,26,4.158406527391232
32243,818,24,3.5205937983657467
24378,7917,32,3.2011580605116308
4535,404,30,4.3277574575089055
6781,8161,84,3.1054586139844194
32489,9309,23,2.9292749724342206
12856,7831,17,3.8245847224051754
10098,10496,28,3.2249684816103548
18717,11967,15,4.072262862309038
18405,7927,27,2.7948466871855837
21168,9603,33,4.137352761418304
23674,6075,16,3.2082413199942557
6674,7823,30,2.500607336086282
34451,4658,21,2.817340144185441
5728,6114,26,4.834038444587735
4376,1605,22,4.668386597788395
4718,458,19,3.084022580090592
17459,670,23,4.445929761363728
32573,10300,26,4.0214289829349354
23000,6352,19,4.927261778624674
9243,5204,29,3.4340141488351477
28146,6020,28,4.203651531292929
12449,3002,20,2.6588393060597966
23053,9453,22,3.490618367041015
600,6802,30,4.909544152970451
27519,7917,35,3.8474521861253015
22512,567,19,3.2196987583371115
32752,4385,21,2.8006774078215173
29114,6868,33,4.2588208504538265
25198,6020,26,4.112140108574317
29196,9806,39,3.4348467840094363
21367,4738,33,4.877353379664585
9744,6471,81,2.5555070324696256
13888,6294,29,3.2593096290795645
5681,4442,22,4.802673715748954
15070,5730,132,3.302338595798601
24688,9831,28,3.130632084637926
25419,3881,32,3.8355510248281184
26864,10466,25,4.559504374801344
16745,3754,20,2.757866902195903
12514,9861,31,4.857551774114341
1524,3339,31,4.48768220295291
35256,10819,33,2.95312563887888
34718,4505,30,4.280019902995407
23331,2925,28,3.462396806593893
27066,10058,23,3.5057366951907967
11910,10852,17,4.458225231097166
10768,11199,26,4.9069620199518305
7859,585,20,2.8166396821179847
27941,5300,45,3.5515755921970484
2532,3895,24,3.702354020210759
8665,3424,24,3.440779542387494
26984,3643,28,3.4079728092905626
20907,7443,28,2.6306716689039913
20767,3783,19,4.213846551406558
2982,7914,27,3.5905360428001134
17489,10819,34,2.986984506609817
11286,6244,34,4.540083755755171
25864,9301,22,4.50640187037907
20797,9665,18,3.7159790702222346
7275,9815,27,3.2461266528694015
13724,313,44,4.095231814491131
1511,5013,29,3.2203803394435075
14454,6655,27,3.0900198258092804
2077,5402,22,4.3262866350658165
6937,3270,47,2.6008130993023766
2698,8526,24,2.736921177586485
11663,4978,30,2.5169704350589743
25049,7081,29,2.8823579661885654
25244,10178,27,2.672475021776149
8469,7371,26,4.989505919449797
24432,7086,27,3.2220249248852237
35621,10819,16,2.8731700316731184
10890,6853,31,3.102490644989795
16422,8688,107,4.840313928850337
18,165,30,3.800400557560989
30696,2046,22,3.4120452407696424
27737,9909,29,4.683478644773048
955,2518,27,3.487475676372581
14640,5730,136,3.3375214248942395
2777,1658,65,3.018206306374339
33889,3919,25,3.4444920597735287
32705,2664,19,3.291710890042315
10237,1182,29,4.193259898245353
19642,2831,30,3.223956761676818
27366,11771,23,3.9429993660564033
28513,11268,24,2.6647304125799316
26282,11186,29,2.978222891741286
5127,1333,27,3.518513179028372
304,9194,29,4.842373134771739
3693,327,30,3.4431299642892386
28633,10985,22,4.160185302999585
17495,5989,28,3.1377180560534956
26058,5878,28,2.8175839399330793
1727,6594,19,2.6463415002001254
34324,1833,24,3.2635337463568783
12694,2009,24,2.89415256699227
30812,5512,28,2.9350261200403107
27255,3233,18,4.401898270967375
33173,427,29,2.5395951773621857
28754,11049,25,3.894525314338586
1523,4891,20,3.448653451483662
31541,11225,17,3.766374999771368
14467,2410,39,3.9070755930365073
9727,4912,25,3.2834192361431955
34551,10901,22,3.2377721504607133
20868,11910,21,4.333504623337264
437,2101,22,4.678192470302893
16138,5075,24,2.9814540811463197
7044,5666,29,2.7440469013378723
20427,10844,24,4.744489515980065
25767,1586,23,3.3747386591184965
28936,4661,28,3.8782934766570354
10899,1706,22,3.3988578613000087
19035,2956,26,2.8145058408651282
2061,6865,17,3.97332911236932
12487,3011,32,3.812852129424074
8357,10194,28,3.007483897977993
6227,75,21,3.6296726116306948
11635,9694,26,4.492368760039115
4204,6420,16,3.9760652577697284
3728,11999,31,2.742293317667487
17896,5418,28,3.8700537430728374
24903,3701,30,4.256845748223967
25813,756,31,4.481758514451879
30972,2764,17,4.072793946585667
33491,9944,20,2.8816454113519594
30745,309,24,4.275433166475402
36341,4661,22,4.193354615203791
4193,9488,31,2.561067207351583
33274,3988,27,3.5293691689756077
12156,8217,27,3.3323756174059334
15943,4138,15,4.173530160634108
2620,10002,26,3.0403395307773016
2265,2072,28,3.9771798074356464
19867,7360,33,4.783014904535431
20863,7312,21,4.49450593052152
30546,8996,19,4.803644340541326
35247,9037,18,4.946264917331725
8300,1581,18,2.526675317515407
32513,10202,20,4.056853190943694
29822,4033,28,3.532098494397266
20489,4968,25,4.649636225837805
8783,10049,33,3.129536755022829
25787,2292,34,4.95257372278769
12589,8843,20,4.034269923859368
2586,2984,29,4.483843505572077
6357,10202,20,2.713998882056921
16652,1619,16,2.9586447118971626
13313,165,27,4.396009182585508
27515,7917,50,2.554966305098309
34641,9127,22,4.542194964734457
30196,6402,31,2.534872546729779
12884,9839,16,4.142797097653183
24850,583,39,3.4127348005795146
14651,2410,34,4.028737131797998
3436,11967,29,4.240078517472784
12866,5821,26,3.3561880479657606
8899,10154,23,2.769906120277089
15660,831,20,2.674114669370664
10714,989,21,3.9723400564063693
6898,1789,12,3.801638384335279
2751,2239,22,4.355502522802832
20422,3294,26,3.7743387750098427
22083,10852,33,3.556114475077198
5609,10042,22,3.495217945590577
34931,3860,28,2.5661172564941688
3537,5060,24,3.338893004241643
27163,10521,14,4.9400503938112355
19724,7531,28,4.683888940567722
20759,2102,18,3.323445167585544
13553,2626,29,3.9694885126659303
6464,10566,24,4.618241863838735
16504,11801,32,3.6031858418751717
18894,11014,24,2.5448946593753776
24638,11600,34,2.6862761545466003
33724,8629,26,3.7759818033717663
18791,10681,10,4.923598439189696
25946,3242,32,4.233023855547169
32953,2790,28,2.677290478596424
24834,970,24,2.973402189479657
23315,10748,28,4.428307858042125
27650,7040,24,4.603599399890612
35622,9695,21,4.044236465471477
29834,11555,36,4.111057924074542
23349,4677,31,2.5708436259584615
32462,3228,25,4.5713256489537715
34049,6085,23,4.470688020427074
2954,2406,22,3.147587860258368
20728,6686,26,4.271691799913768
29262,7638,25,3.0371365160624952
27688,9368,29,2.6008254026287823
25739,10611,34,3.002841356475943
30960,3223,25,2.946572191885749
28587,2285,17,3.344369991837118
25824,1028,21,3.5461237429386454
15394,6844,51,3.7713472287442698
25238,11801,25,3.6918846887708203
21765,6557,28,3.1766865149132233
34305,8659,18,2.5729266714351864
6166,4259,12,4.012754055592877
17103,3515,22,3.489362074618386
22341,6198,31,3.2466803934688744
2465,11740,17,4.667352607076281
35039,8163,28,4.366858269495399
9253,5204,24,4.644413870931105
26602,4455,20,3.7374569867811527
305,953,19,2.8273281303169435
30368,11668,27,4.240553590303181
35505,259,26,3.015184449842938
10408,11626,29,3.603074172729292
2863,1215,19,2.662501972372221
1006,781,34,4.563271006057456
3836,3992,27,2.8148516026187513
14550,7811,25,4.757743767623275
31014,3718,24,4.660576505653893
6675,5740,80,3.6614569110981154
20111,11632,29,4.360920510759977
24914,4863,28,4.048612684545383
29300,10367,28,4.507689105844362
1864,9391,22,3.57951275196478
32610,10664,22,4.464521210610875
2188,2793,23,3.6561420426628697
11864,11575,19,4.852414469606984
10842,9593,16,3.715930252062869
11832,7427,19,3.656548179834324
765,6110,25,4.462679653908782
18638,6787,25,4.553944229402095
607,3899,23,3.886222785802927
18120,11199,33,2.9494945337376883
33772,2421,25,3.669395577393949
22877,7261,24,4.920181257274196
31732,7244,18,4.382465482597963
28338,11194,24,4.52790650969783
9718,1586,17,2.5820637470481005
20930,930,22,3.6696486565854
34034,312,25,4.116552834143889
12957,9839,25,4.5750817090701865
582,1467,24,2.623184133956929
35899,8045,30,4.631097214104683
33894,9984,25,3.871002341854779
24526,2623,19,2.99328492644015
25413,9632,32,3.29313804112425
8587,10610,22,3.204823879378902
15785,7600,19,3.8271475857211894
12752,11452,27,2.6292141997778296
16485,5005,54,2.896340396249809
16470,10497,38,4.531732608439456
11017,7149,24,2.8315099768670278
17644,10819,66,3.0834906736453176
30973,10750,26,3.6334265140103934
29778,9828,21,3.7928022202833263
25793,11975,32,4.409026199035397
28929,4838,22,3.6183310666654696
22142,11492,46,4.474661552588847
22698,2661,23,4.045865767613644
9136,2938,18,2.7827493485595562
30509,10147,20,2.8908285959820965
8108,10721,17,3.5925843136244273
